Mittari;Aika;val
Testausmäärä;2021-04-10;17227
Kuolemantapausten lukumäärä;2021-04-10;2
Tapausten lukumäärä;2021-04-11;240
Testausmäärä;2021-04-11;8796
Kuolemantapausten lukumäärä;2021-04-11;0
Tapausten lukumäärä;2021-04-12;399
Testausmäärä;2021-04-12;16248
Kuolemantapausten lukumäärä;2021-04-12;1
Tapausten lukumäärä;2021-04-13;323
Testausmäärä;2021-04-13;23563
Kuolemantapausten lukumäärä;2021-04-13;4
Tapausten lukumäärä;2021-04-14;344
Testausmäärä;2021-04-14;18041
Kuolemantapausten lukumäärä;2021-04-14;1
Tapausten lukumäärä;2021-04-15;274
Testausmäärä;2021-04-15;19689
Kuolemantapausten lukumäärä;2021-04-15;2
Tapausten lukumäärä;2021-04-16;265
Testausmäärä;2021-04-16;17111
Kuolemantapausten lukumäärä;2021-04-16;5
Tapausten lukumäärä;2021-04-17;172
Testausmäärä;2021-04-17;10836
Kuolemantapausten lukumäärä;2021-04-17;2
Tapausten lukumäärä;2021-04-18;156
Testausmäärä;2021-04-18;10184
Kuolemantapausten lukumäärä;2021-04-18;0
Tapausten lukumäärä;2021-04-19;286
Testausmäärä;2021-04-19;18542
Kuolemantapausten lukumäärä;2021-04-19;3
Tapausten lukumäärä;2021-04-20;286
Testausmäärä;2021-04-20;20528
Kuolemantapausten lukumäärä;2021-04-20;1
Tapausten lukumäärä;2021-04-21;233
Testausmäärä;2021-04-21;18732
Kuolemantapausten lukumäärä;2021-04-21;2
Tapausten lukumäärä;2021-04-22;256
Testausmäärä;2021-04-22;20508
Kuolemantapausten lukumäärä;2021-04-22;0
Tapausten lukumäärä;2021-04-23;255
Testausmäärä;2021-04-23;17681
Kuolemantapausten lukumäärä;2021-04-23;1
Tapausten lukumäärä;2021-04-24;154
Testausmäärä;2021-04-24;12662
Kuolemantapausten lukumäärä;2021-04-24;1
Tapausten lukumäärä;2021-04-25;140
Testausmäärä;2021-04-25;8909
Kuolemantapausten lukumäärä;2021-04-25;0
Tapausten lukumäärä;2021-04-26;242
Testausmäärä;2021-04-26;16402
Kuolemantapausten lukumäärä;2021-04-26;3
Tapausten lukumäärä;2021-04-27;229
Testausmäärä;2021-04-27;21938
Kuolemantapausten lukumäärä;2021-04-27;2
Tapausten lukumäärä;2021-04-28;274
Testausmäärä;2021-04-28;24005
Kuolemantapausten lukumäärä;2021-04-28;2
Tapausten lukumäärä;2021-04-29;201
Testausmäärä;2021-04-29;18767
Kuolemantapausten lukumäärä;2021-04-29;1
Tapausten lukumäärä;2021-04-30;197
Testausmäärä;2021-04-30;18610
Kuolemantapausten lukumäärä;2021-04-30;2
Tapausten lukumäärä;2021-05-01;109
Testausmäärä;2021-05-01;11515
Kuolemantapausten lukumäärä;2021-05-01;0
Tapausten lukumäärä;2021-05-02;135
Testausmäärä;2021-05-02;9296
Kuolemantapausten lukumäärä;2021-05-02;2
Tapausten lukumäärä;2021-05-03;316
Testausmäärä;2021-05-03;18462
Kuolemantapausten lukumäärä;2021-05-03;0
Tapausten lukumäärä;2021-05-04;206
Testausmäärä;2021-05-04;24914
Kuolemantapausten lukumäärä;2021-05-04;0
Tapausten lukumäärä;2021-05-05;265
Testausmäärä;2021-05-05;23581
Kuolemantapausten lukumäärä;2021-05-05;1
Tapausten lukumäärä;2021-05-06;239
Testausmäärä;2021-05-06;22103
Kuolemantapausten lukumäärä;2021-05-06;2
Tapausten lukumäärä;2021-05-07;214
Testausmäärä;2021-05-07;20983
Kuolemantapausten lukumäärä;2021-05-07;1
Tapausten lukumäärä;2021-05-08;134
Testausmäärä;2021-05-08;14083
Kuolemantapausten lukumäärä;2021-05-08;0
Tapausten lukumäärä;2021-05-09;130
Testausmäärä;2021-05-09;10249
Kuolemantapausten lukumäärä;2021-05-09;0
Tapausten lukumäärä;2021-05-10;257
Testausmäärä;2021-05-10;15239
Kuolemantapausten lukumäärä;2021-05-10;1
Tapausten lukumäärä;2021-05-11;215
Testausmäärä;2021-05-11;25391
Kuolemantapausten lukumäärä;2021-05-11;1
Tapausten lukumäärä;2021-05-12;256
Testausmäärä;2021-05-12;22324
Kuolemantapausten lukumäärä;2021-05-12;2
Tapausten lukumäärä;2021-05-13;157
Testausmäärä;2021-05-13;17632
Kuolemantapausten lukumäärä;2021-05-13;2
Tapausten lukumäärä;2021-05-14;249
Testausmäärä;2021-05-14;13195
Kuolemantapausten lukumäärä;2021-05-14;5
Tapausten lukumäärä;2021-05-15;164
Testausmäärä;2021-05-15;12911
Kuolemantapausten lukumäärä;2021-05-15;6
Tapausten lukumäärä;2021-05-16;134
Testausmäärä;2021-05-16;9494
Kuolemantapausten lukumäärä;2021-05-16;2
Tapausten lukumäärä;2021-05-17;284
Testausmäärä;2021-05-17;12120
Kuolemantapausten lukumäärä;2021-05-17;0
Tapausten lukumäärä;2021-05-18;217
Testausmäärä;2021-05-18;25209
Kuolemantapausten lukumäärä;2021-05-18;3
Tapausten lukumäärä;2021-05-19;231
Testausmäärä;2021-05-19;24212
Kuolemantapausten lukumäärä;2021-05-19;6
Tapausten lukumäärä;2021-05-20;217
Testausmäärä;2021-05-20;18745
Kuolemantapausten lukumäärä;2021-05-20;0
Tapausten lukumäärä;2021-05-21;168
Testausmäärä;2021-05-21;18759
Kuolemantapausten lukumäärä;2021-05-21;0
Tapausten lukumäärä;2021-05-22;108
Testausmäärä;2021-05-22;12945
Kuolemantapausten lukumäärä;2021-05-22;2
Tapausten lukumäärä;2021-05-23;93
Testausmäärä;2021-05-23;9006
Kuolemantapausten lukumäärä;2021-05-23;2
Tapausten lukumäärä;2021-05-24;188
Testausmäärä;2021-05-24;15378
Kuolemantapausten lukumäärä;2021-05-24;0
Tapausten lukumäärä;2021-05-25;153
Testausmäärä;2021-05-25;23185
Kuolemantapausten lukumäärä;2021-05-25;0
Tapausten lukumäärä;2021-05-26;143
Testausmäärä;2021-05-26;24465
Kuolemantapausten lukumäärä;2021-05-26;1
Tapausten lukumäärä;2021-05-27;127
Testausmäärä;2021-05-27;19661
Kuolemantapausten lukumäärä;2021-05-27;0
Tapausten lukumäärä;2021-05-28;135
Testausmäärä;2021-05-28;18971
Kuolemantapausten lukumäärä;2021-05-28;0
Tapausten lukumäärä;2021-05-29;64
Testausmäärä;2021-05-29;12336
Kuolemantapausten lukumäärä;2021-05-29;0
Tapausten lukumäärä;2021-05-30;79
Testausmäärä;2021-05-30;8763
Kuolemantapausten lukumäärä;2021-05-30;2
Tapausten lukumäärä;2021-05-31;151
Testausmäärä;2021-05-31;13266
Kuolemantapausten lukumäärä;2021-05-31;0
Tapausten lukumäärä;2021-06-01;121
Testausmäärä;2021-06-01;22380
Kuolemantapausten lukumäärä;2021-06-01;1
Tapausten lukumäärä;2021-06-02;119
Testausmäärä;2021-06-02;26387
Kuolemantapausten lukumäärä;2021-06-02;0
Tapausten lukumäärä;2021-06-03;111
Testausmäärä;2021-06-03;17462
Kuolemantapausten lukumäärä;2021-06-03;0
Tapausten lukumäärä;2021-06-04;102
Testausmäärä;2021-06-04;15722
Kuolemantapausten lukumäärä;2021-06-04;1
Tapausten lukumäärä;2021-06-05;64
Testausmäärä;2021-06-05;9796
Kuolemantapausten lukumäärä;2021-06-05;0
Tapausten lukumäärä;2021-06-06;60
Testausmäärä;2021-06-06;7531
Kuolemantapausten lukumäärä;2021-06-06;0
Tapausten lukumäärä;2021-06-07;139
Testausmäärä;2021-06-07;13337
Kuolemantapausten lukumäärä;2021-06-07;1
Tapausten lukumäärä;2021-06-08;101
Testausmäärä;2021-06-08;16269
Kuolemantapausten lukumäärä;2021-06-08;1
Tapausten lukumäärä;2021-06-09;81
Testausmäärä;2021-06-09;22242
Kuolemantapausten lukumäärä;2021-06-09;0
Tapausten lukumäärä;2021-06-10;73
Testausmäärä;2021-06-10;14851
Kuolemantapausten lukumäärä;2021-06-10;1
Tapausten lukumäärä;2021-06-11;70
Testausmäärä;2021-06-11;14085
Kuolemantapausten lukumäärä;2021-06-11;0
Tapausten lukumäärä;2021-06-12;46
Testausmäärä;2021-06-12;9197
Kuolemantapausten lukumäärä;2021-06-12;0
Tapausten lukumäärä;2021-06-13;48
Testausmäärä;2021-06-13;9770
Kuolemantapausten lukumäärä;2021-06-13;0
Tapausten lukumäärä;2021-06-14;93
Testausmäärä;2021-06-14;12230
Kuolemantapausten lukumäärä;2021-06-14;0
Tapausten lukumäärä;2021-06-15;78
Testausmäärä;2021-06-15;16766
Kuolemantapausten lukumäärä;2021-06-15;2
Tapausten lukumäärä;2021-06-16;64
Testausmäärä;2021-06-16;21218
Kuolemantapausten lukumäärä;2021-06-16;0
Tapausten lukumäärä;2021-06-17;91
Testausmäärä;2021-06-17;14542
Kuolemantapausten lukumäärä;2021-06-17;0
Tapausten lukumäärä;2021-06-18;81
Testausmäärä;2021-06-18;12950
Kuolemantapausten lukumäärä;2021-06-18;0
Tapausten lukumäärä;2021-06-19;57
Testausmäärä;2021-06-19;9523
Kuolemantapausten lukumäärä;2021-06-19;0
Tapausten lukumäärä;2021-06-20;80
Testausmäärä;2021-06-20;8101
Kuolemantapausten lukumäärä;2021-06-20;0
Tapausten lukumäärä;2021-06-21;112
Testausmäärä;2021-06-21;9029
Kuolemantapausten lukumäärä;2021-06-21;1
Tapausten lukumäärä;2021-06-22;110
Testausmäärä;2021-06-22;13390
Kuolemantapausten lukumäärä;2021-06-22;0
Tapausten lukumäärä;2021-06-23;144
Testausmäärä;2021-06-23;15132
Kuolemantapausten lukumäärä;2021-06-23;1
Tapausten lukumäärä;2021-06-24;162
Testausmäärä;2021-06-24;12581
Kuolemantapausten lukumäärä;2021-06-24;0
Tapausten lukumäärä;2021-06-25;195
Testausmäärä;2021-06-25;7624
Kuolemantapausten lukumäärä;2021-06-25;0
Tapausten lukumäärä;2021-06-26;131
Testausmäärä;2021-06-26;4888
Kuolemantapausten lukumäärä;2021-06-26;0
Tapausten lukumäärä;2021-06-27;119
Testausmäärä;2021-06-27;7604
Kuolemantapausten lukumäärä;2021-06-27;0
Tapausten lukumäärä;2021-06-28;230
Testausmäärä;2021-06-28;11629
Kuolemantapausten lukumäärä;2021-06-28;0
Tapausten lukumäärä;2021-06-29;261
Testausmäärä;2021-06-29;18528
Kuolemantapausten lukumäärä;2021-06-29;0
Tapausten lukumäärä;2021-06-30;196
Testausmäärä;2021-06-30;15043
Kuolemantapausten lukumäärä;2021-06-30;0
Tapausten lukumäärä;2021-07-01;202
Testausmäärä;2021-07-01;18102
Kuolemantapausten lukumäärä;2021-07-01;0
Tapausten lukumäärä;2021-07-02;167
Testausmäärä;2021-07-02;15147
Kuolemantapausten lukumäärä;2021-07-02;0
Tapausten lukumäärä;2021-07-03;132
Testausmäärä;2021-07-03;12137
Kuolemantapausten lukumäärä;2021-07-03;0
Tapausten lukumäärä;2021-07-04;108
Testausmäärä;2021-07-04;9882
Kuolemantapausten lukumäärä;2021-07-04;0
Tapausten lukumäärä;2021-07-05;243
Testausmäärä;2021-07-05;12451
Kuolemantapausten lukumäärä;2021-07-05;1
Tapausten lukumäärä;2021-07-06;260
Testausmäärä;2021-07-06;15344
Kuolemantapausten lukumäärä;2021-07-06;1
Tapausten lukumäärä;2021-07-07;292
Testausmäärä;2021-07-07;18251
Kuolemantapausten lukumäärä;2021-07-07;0
Tapausten lukumäärä;2021-07-08;284
Testausmäärä;2021-07-08;16026
Kuolemantapausten lukumäärä;2021-07-08;0
Tapausten lukumäärä;2021-07-09;308
Testausmäärä;2021-07-09;13822
Kuolemantapausten lukumäärä;2021-07-09;0
Tapausten lukumäärä;2021-07-10;149
Testausmäärä;2021-07-10;11125
Kuolemantapausten lukumäärä;2021-07-10;0
Tapausten lukumäärä;2021-07-11;160
Testausmäärä;2021-07-11;10347
Kuolemantapausten lukumäärä;2021-07-11;2
Tapausten lukumäärä;2021-07-12;330
Testausmäärä;2021-07-12;10575
Kuolemantapausten lukumäärä;2021-07-12;2
Tapausten lukumäärä;2021-07-13;342
Testausmäärä;2021-07-13;15892
Kuolemantapausten lukumäärä;2021-07-13;1
Tapausten lukumäärä;2021-07-14;382
Testausmäärä;2021-07-14;20491
Kuolemantapausten lukumäärä;2021-07-14;0
Tapausten lukumäärä;2021-07-15;382
Testausmäärä;2021-07-15;15485
Kuolemantapausten lukumäärä;2021-07-15;0
Tapausten lukumäärä;2021-07-16;355
Testausmäärä;2021-07-16;16097
Kuolemantapausten lukumäärä;2021-07-16;0
Tapausten lukumäärä;2021-07-17;206
Testausmäärä;2021-07-17;10955
Kuolemantapausten lukumäärä;2021-07-17;0
Tapausten lukumäärä;2021-07-18;249
Testausmäärä;2021-07-18;10117
Kuolemantapausten lukumäärä;2021-07-18;0
Tapausten lukumäärä;2021-07-19;420
Testausmäärä;2021-07-19;13499
Kuolemantapausten lukumäärä;2021-07-19;0
Tapausten lukumäärä;2021-07-20;424
Testausmäärä;2021-07-20;18337
Kuolemantapausten lukumäärä;2021-07-20;0
Tapausten lukumäärä;2021-07-21;468
Testausmäärä;2021-07-21;23106
Kuolemantapausten lukumäärä;2021-07-21;2
Tapausten lukumäärä;2021-07-22;487
Testausmäärä;2021-07-22;20643
Kuolemantapausten lukumäärä;2021-07-22;0
Tapausten lukumäärä;2021-07-23;478
Testausmäärä;2021-07-23;20732
Kuolemantapausten lukumäärä;2021-07-23;2
Tapausten lukumäärä;2021-07-24;301
Testausmäärä;2021-07-24;12882
Kuolemantapausten lukumäärä;2021-07-24;1
Tapausten lukumäärä;2021-07-25;351
Testausmäärä;2021-07-25;11498
Kuolemantapausten lukumäärä;2021-07-25;1
Tapausten lukumäärä;2021-07-26;770
Testausmäärä;2021-07-26;14397
Kuolemantapausten lukumäärä;2021-07-26;2
Tapausten lukumäärä;2021-07-27;725
Testausmäärä;2021-07-27;19894
Kuolemantapausten lukumäärä;2021-07-27;1
Tapausten lukumäärä;2021-07-28;810
Testausmäärä;2021-07-28;22411
Kuolemantapausten lukumäärä;2021-07-28;1
Tapausten lukumäärä;2021-07-29;772
Testausmäärä;2021-07-29;21922
Kuolemantapausten lukumäärä;2021-07-29;4
Tapausten lukumäärä;2021-07-30;696
Testausmäärä;2021-07-30;20088
Kuolemantapausten lukumäärä;2021-07-30;0
Tapausten lukumäärä;2021-07-31;408
Testausmäärä;2021-07-31;14779
Kuolemantapausten lukumäärä;2021-07-31;1
Tapausten lukumäärä;2021-08-01;477
Testausmäärä;2021-08-01;11674
Kuolemantapausten lukumäärä;2021-08-01;0
Tapausten lukumäärä;2021-08-02;893
Testausmäärä;2021-08-02;15029
Kuolemantapausten lukumäärä;2021-08-02;3
Tapausten lukumäärä;2021-08-03;840
Testausmäärä;2021-08-03;20484
Kuolemantapausten lukumäärä;2021-08-03;3
Tapausten lukumäärä;2021-08-04;784
Testausmäärä;2021-08-04;28467
Kuolemantapausten lukumäärä;2021-08-04;4
Tapausten lukumäärä;2021-08-05;876
Testausmäärä;2021-08-05;23358
Kuolemantapausten lukumäärä;2021-08-05;1
Tapausten lukumäärä;2021-08-06;685
Testausmäärä;2021-08-06;23384
Kuolemantapausten lukumäärä;2021-08-06;2
Tapausten lukumäärä;2021-08-07;485
Testausmäärä;2021-08-07;18039
Kuolemantapausten lukumäärä;2021-08-07;4
Tapausten lukumäärä;2021-08-08;537
Testausmäärä;2021-08-08;12946
Kuolemantapausten lukumäärä;2021-08-08;0
Tapausten lukumäärä;2021-08-09;1036
Testausmäärä;2021-08-09;17552
Kuolemantapausten lukumäärä;2021-08-09;1
Tapausten lukumäärä;2021-08-10;826
Testausmäärä;2021-08-10;24458
Kuolemantapausten lukumäärä;2021-08-10;1
Tapausten lukumäärä;2021-08-11;924
Testausmäärä;2021-08-11;28335
Kuolemantapausten lukumäärä;2021-08-11;1
Tapausten lukumäärä;2021-08-12;789
Testausmäärä;2021-08-12;25451
Kuolemantapausten lukumäärä;2021-08-12;1
Tapausten lukumäärä;2021-08-13;740
Testausmäärä;2021-08-13;21979
Kuolemantapausten lukumäärä;2021-08-13;2
Tapausten lukumäärä;2021-08-14;426
Testausmäärä;2021-08-14;15712
Kuolemantapausten lukumäärä;2021-08-14;0
Tapausten lukumäärä;2021-08-15;445
Testausmäärä;2021-08-15;12802
Kuolemantapausten lukumäärä;2021-08-15;2
Tapausten lukumäärä;2021-08-16;768
Testausmäärä;2021-08-16;18229
Kuolemantapausten lukumäärä;2021-08-16;0
Tapausten lukumäärä;2021-08-17;741
Testausmäärä;2021-08-17;22437
Kuolemantapausten lukumäärä;2021-08-17;1
Tapausten lukumäärä;2021-08-18;708
Testausmäärä;2021-08-18;31558
Kuolemantapausten lukumäärä;2021-08-18;3
Tapausten lukumäärä;2021-08-19;670
Testausmäärä;2021-08-19;29254
Kuolemantapausten lukumäärä;2021-08-19;2
Tapausten lukumäärä;2021-08-20;655
Testausmäärä;2021-08-20;25059
Kuolemantapausten lukumäärä;2021-08-20;1
Tapausten lukumäärä;2021-08-21;398
Testausmäärä;2021-08-21;19788
Kuolemantapausten lukumäärä;2021-08-21;0
Tapausten lukumäärä;2021-08-22;456
Testausmäärä;2021-08-22;17284
Kuolemantapausten lukumäärä;2021-08-22;2
Tapausten lukumäärä;2021-08-23;682
Testausmäärä;2021-08-23;19569
Kuolemantapausten lukumäärä;2021-08-23;1
Tapausten lukumäärä;2021-08-24;609
Testausmäärä;2021-08-24;29250
Kuolemantapausten lukumäärä;2021-08-24;3
Tapausten lukumäärä;2021-08-25;699
Testausmäärä;2021-08-25;36048
Kuolemantapausten lukumäärä;2021-08-25;2
Tapausten lukumäärä;2021-08-26;610
Testausmäärä;2021-08-26;33814
Kuolemantapausten lukumäärä;2021-08-26;2
Tapausten lukumäärä;2021-08-27;705
Testausmäärä;2021-08-27;30038
Kuolemantapausten lukumäärä;2021-08-27;2
Tapausten lukumäärä;2021-08-28;439
Testausmäärä;2021-08-28;13651
Kuolemantapausten lukumäärä;2021-08-28;0
Tapausten lukumäärä;2021-08-29;464
Testausmäärä;2021-08-29;18403
Kuolemantapausten lukumäärä;2021-08-29;1
Tapausten lukumäärä;2021-08-30;744
Testausmäärä;2021-08-30;22967
Kuolemantapausten lukumäärä;2021-08-30;6
Tapausten lukumäärä;2021-08-31;650
Testausmäärä;2021-08-31;29542
Kuolemantapausten lukumäärä;2021-08-31;2
Tapausten lukumäärä;2021-09-01;648
Testausmäärä;2021-09-01;32944
Kuolemantapausten lukumäärä;2021-09-01;1
Tapausten lukumäärä;2021-09-02;650
Testausmäärä;2021-09-02;29377
Kuolemantapausten lukumäärä;2021-09-02;2
Tapausten lukumäärä;2021-09-03;520
Testausmäärä;2021-09-03;26177
Kuolemantapausten lukumäärä;2021-09-03;1
Tapausten lukumäärä;2021-09-04;336
Testausmäärä;2021-09-04;20631
Kuolemantapausten lukumäärä;2021-09-04;0
Tapausten lukumäärä;2021-09-05;346
Testausmäärä;2021-09-05;14707
Kuolemantapausten lukumäärä;2021-09-05;0
Tapausten lukumäärä;2021-09-06;581
Testausmäärä;2021-09-06;20952
Kuolemantapausten lukumäärä;2021-09-06;6
Tapausten lukumäärä;2021-09-07;522
Testausmäärä;2021-09-07;27360
Kuolemantapausten lukumäärä;2021-09-07;3
Tapausten lukumäärä;2021-09-08;482
Testausmäärä;2021-09-08;24962
Kuolemantapausten lukumäärä;2021-09-08;1
Tapausten lukumäärä;2021-09-09;459
Testausmäärä;2021-09-09;23009
Kuolemantapausten lukumäärä;2021-09-09;2
Tapausten lukumäärä;2021-09-10;496
Testausmäärä;2021-09-10;18350
Kuolemantapausten lukumäärä;2021-09-10;0
Tapausten lukumäärä;2021-09-11;329
Testausmäärä;2021-09-11;12142
Kuolemantapausten lukumäärä;2021-09-11;1
Tapausten lukumäärä;2021-09-12;283
Testausmäärä;2021-09-12;9412
Kuolemantapausten lukumäärä;2021-09-12;5
Tapausten lukumäärä;2021-09-13;533
Testausmäärä;2021-09-13;14531
Kuolemantapausten lukumäärä;2021-09-13;1
Tapausten lukumäärä;2021-09-14;480
Testausmäärä;2021-09-14;19981
Kuolemantapausten lukumäärä;2021-09-14;2
Tapausten lukumäärä;2021-09-15;454
Testausmäärä;2021-09-15;19304
Kuolemantapausten lukumäärä;2021-09-15;1
Tapausten lukumäärä;2021-09-16;436
Testausmäärä;2021-09-16;16043
Kuolemantapausten lukumäärä;2021-09-16;1
Tapausten lukumäärä;2021-09-17;389
Testausmäärä;2021-09-17;13256
Kuolemantapausten lukumäärä;2021-09-17;1
Tapausten lukumäärä;2021-09-18;240
Testausmäärä;2021-09-18;8802
Kuolemantapausten lukumäärä;2021-09-18;0
Tapausten lukumäärä;2021-09-19;285
Testausmäärä;2021-09-19;7240
Kuolemantapausten lukumäärä;2021-09-19;5
Tapausten lukumäärä;2021-09-20;489
Testausmäärä;2021-09-20;14799
Kuolemantapausten lukumäärä;2021-09-20;1
Tapausten lukumäärä;2021-09-21;489
Testausmäärä;2021-09-21;16334
Kuolemantapausten lukumäärä;2021-09-21;1
Tapausten lukumäärä;2021-09-22;484
Testausmäärä;2021-09-22;16739
Kuolemantapausten lukumäärä;2021-09-22;2
Tapausten lukumäärä;2021-09-23;480
Testausmäärä;2021-09-23;14230
Kuolemantapausten lukumäärä;2021-09-23;4
Tapausten lukumäärä;2021-09-24;424
Testausmäärä;2021-09-24;11710
Kuolemantapausten lukumäärä;2021-09-24;3
Tapausten lukumäärä;2021-09-25;299
Testausmäärä;2021-09-25;7600
Kuolemantapausten lukumäärä;2021-09-25;1
Tapausten lukumäärä;2021-09-26;355
Testausmäärä;2021-09-26;6617
Kuolemantapausten lukumäärä;2021-09-26;3
Tapausten lukumäärä;2021-09-27;684
Testausmäärä;2021-09-27;8752
Kuolemantapausten lukumäärä;2021-09-27;3
Tapausten lukumäärä;2021-09-28;643
Testausmäärä;2021-09-28;15057
Kuolemantapausten lukumäärä;2021-09-28;4
Tapausten lukumäärä;2021-09-29;669
Testausmäärä;2021-09-29;14725
Kuolemantapausten lukumäärä;2021-09-29;4
Tapausten lukumäärä;2021-09-30;618
Testausmäärä;2021-09-30;12821
Kuolemantapausten lukumäärä;2021-09-30;3
Tapausten lukumäärä;2021-10-01;531
Testausmäärä;2021-10-01;11751
Kuolemantapausten lukumäärä;2021-10-01;5
Tapausten lukumäärä;2021-10-02;355
Testausmäärä;2021-10-02;9398
Kuolemantapausten lukumäärä;2021-10-02;3
Tapausten lukumäärä;2021-10-03;383
Testausmäärä;2021-10-03;7821
Kuolemantapausten lukumäärä;2021-10-03;5
Tapausten lukumäärä;2021-10-04;743
Testausmäärä;2021-10-04;10978
Kuolemantapausten lukumäärä;2021-10-04;4
Tapausten lukumäärä;2021-10-05;729
Testausmäärä;2021-10-05;15646
Kuolemantapausten lukumäärä;2021-10-05;7
Tapausten lukumäärä;2021-10-06;746
Testausmäärä;2021-10-06;13465
Kuolemantapausten lukumäärä;2021-10-06;2
Tapausten lukumäärä;2021-10-07;611
Testausmäärä;2021-10-07;13886
Kuolemantapausten lukumäärä;2021-10-07;3
Tapausten lukumäärä;2021-10-08;596
Testausmäärä;2021-10-08;12768
Kuolemantapausten lukumäärä;2021-10-08;8
Tapausten lukumäärä;2021-10-09;425
Testausmäärä;2021-10-09;8553
Kuolemantapausten lukumäärä;2021-10-09;5
Tapausten lukumäärä;2021-10-10;399
Testausmäärä;2021-10-10;6383
Kuolemantapausten lukumäärä;2021-10-10;3
Tapausten lukumäärä;2021-10-11;691
Testausmäärä;2021-10-11;11741
Kuolemantapausten lukumäärä;2021-10-11;5
Tapausten lukumäärä;2021-10-12;610
Testausmäärä;2021-10-12;15291
Kuolemantapausten lukumäärä;2021-10-12;3
Tapausten lukumäärä;2021-10-13;638
Testausmäärä;2021-10-13;13428
Kuolemantapausten lukumäärä;2021-10-13;3
Tapausten lukumäärä;2021-10-14;558
Testausmäärä;2021-10-14;14604
Kuolemantapausten lukumäärä;2021-10-14;4
Tapausten lukumäärä;2021-10-15;562
Testausmäärä;2021-10-15;13028
Kuolemantapausten lukumäärä;2021-10-15;2
Tapausten lukumäärä;2021-10-16;344
Testausmäärä;2021-10-16;8286
Kuolemantapausten lukumäärä;2021-10-16;1
Tapausten lukumäärä;2021-10-17;319
Testausmäärä;2021-10-17;6752
Kuolemantapausten lukumäärä;2021-10-17;4
Tapausten lukumäärä;2021-10-18;661
Testausmäärä;2021-10-18;11675
Kuolemantapausten lukumäärä;2021-10-18;6
Tapausten lukumäärä;2021-10-19;550
Testausmäärä;2021-10-19;13275
Kuolemantapausten lukumäärä;2021-10-19;1
Tapausten lukumäärä;2021-10-20;516
Testausmäärä;2021-10-20;13352
Kuolemantapausten lukumäärä;2021-10-20;2
Tapausten lukumäärä;2021-10-21;623
Testausmäärä;2021-10-21;13435
Kuolemantapausten lukumäärä;2021-10-21;2
Tapausten lukumäärä;2021-10-22;580
Testausmäärä;2021-10-22;11960
Kuolemantapausten lukumäärä;2021-10-22;8
Tapausten lukumäärä;2021-10-23;374
Testausmäärä;2021-10-23;7253
Kuolemantapausten lukumäärä;2021-10-23;4
Tapausten lukumäärä;2021-10-24;389
Testausmäärä;2021-10-24;6645
Kuolemantapausten lukumäärä;2021-10-24;2
Tapausten lukumäärä;2021-10-25;793
Testausmäärä;2021-10-25;11463
Kuolemantapausten lukumäärä;2021-10-25;12
Tapausten lukumäärä;2021-10-26;680
Testausmäärä;2021-10-26;14234
Kuolemantapausten lukumäärä;2021-10-26;4
Tapausten lukumäärä;2021-10-27;640
Testausmäärä;2021-10-27;14650
Kuolemantapausten lukumäärä;2021-10-27;5
Tapausten lukumäärä;2021-10-28;590
Testausmäärä;2021-10-28;13336
Kuolemantapausten lukumäärä;2021-10-28;5
Tapausten lukumäärä;2021-10-29;656
Testausmäärä;2021-10-29;12771
Kuolemantapausten lukumäärä;2021-10-29;2
Tapausten lukumäärä;2021-10-30;405
Testausmäärä;2021-10-30;7470
Kuolemantapausten lukumäärä;2021-10-30;3
Tapausten lukumäärä;2021-10-31;439
Testausmäärä;2021-10-31;6905
Kuolemantapausten lukumäärä;2021-10-31;5
Tapausten lukumäärä;2021-11-01;973
Testausmäärä;2021-11-01;11647
Kuolemantapausten lukumäärä;2021-11-01;12
Tapausten lukumäärä;2021-11-02;755
Testausmäärä;2021-11-02;14333
Kuolemantapausten lukumäärä;2021-11-02;3
Tapausten lukumäärä;2021-11-03;771
Testausmäärä;2021-11-03;15861
Kuolemantapausten lukumäärä;2021-11-03;7
Tapausten lukumäärä;2021-11-04;803
Testausmäärä;2021-11-04;15106
Kuolemantapausten lukumäärä;2021-11-04;9
Tapausten lukumäärä;2021-11-05;842
Testausmäärä;2021-11-05;12749
Kuolemantapausten lukumäärä;2021-11-05;11
Tapausten lukumäärä;2021-11-06;514
Testausmäärä;2021-11-06;9683
Kuolemantapausten lukumäärä;2021-11-06;9
Tapausten lukumäärä;2021-11-07;508
Testausmäärä;2021-11-07;8535
Kuolemantapausten lukumäärä;2021-11-07;4
Tapausten lukumäärä;2021-11-08;1122
Testausmäärä;2021-11-08;11566
Kuolemantapausten lukumäärä;2021-11-08;12
Tapausten lukumäärä;2021-11-09;833
Testausmäärä;2021-11-09;17762
Kuolemantapausten lukumäärä;2021-11-09;9
Tapausten lukumäärä;2021-11-10;968
Testausmäärä;2021-11-10;19388
Kuolemantapausten lukumäärä;2021-11-10;4
Tapausten lukumäärä;2021-11-11;934
Testausmäärä;2021-11-11;17758
Kuolemantapausten lukumäärä;2021-11-11;6
Tapausten lukumäärä;2021-11-12;946
Testausmäärä;2021-11-12;17297
Kuolemantapausten lukumäärä;2021-11-12;5
Tapausten lukumäärä;2021-11-13;618
Testausmäärä;2021-11-13;9649
Kuolemantapausten lukumäärä;2021-11-13;3
Tapausten lukumäärä;2021-11-14;572
Testausmäärä;2021-11-14;9211
